time,lat,lon,pblh,eflux,prectot,precsno
2025-05-25 00:00:00,16.51,80.52,1657.6889170020672,174.09026569222982,2.1107877600416423e-05,0.0
2025-05-25 00:00:00,16.98,81.78,1307.3731582534645,199.06692416929525,9.09648256043955e-05,0.0
2025-05-25 00:00:00,13.68,79.35,1922.9217833734617,125.33356864668919,9.455031356402373e-05,0.0
2025-05-25 00:00:00,16.51,80.64,1416.9950536186466,151.00951513978146,8.95273973059086e-05,0.0
2025-05-25 00:00:00,17.69,83.22,1587.1686726944854,214.61178138856764,5.433763667145799e-05,0.0
2025-05-25 00:00:00,26.18,91.75,1047.7583426342717,248.64101226555914,7.001761184122851e-05,0.0
2025-05-25 00:00:00,24.79,85.0,1804.7343440535737,100.42978776842979,7.975976769837325e-05,0.0
2025-05-25 00:00:00,26.12,85.37,1411.6211950058505,130.50197595340885,1.632621874956255e-05,0.0
2025-05-25 00:00:00,25.59,85.14,1689.3516057799563,167.92627833717017,8.329426171888138e-05,0.0
2025-05-25 00:00:00,28.8,77.13,1871.5088351159495,221.08891186407004,3.183467933222355e-05,0.0
2025-05-25 00:00:00,28.65,77.32,1934.7142012350118,282.2578435977391,4.117060405338805e-05,0.0
2025-05-25 00:00:00,28.7,77.2,1504.3829779487492,158.28156356263452,3.2392453887093327e-05,0.0
2025-05-25 00:00:00,28.47,77.12,921.4422485470634,131.78905377319256,5.4859524094690536e-05,0.0
2025-05-25 00:00:00,28.8,77.03,953.6206589436072,279.87734638574057,2.07337191239867e-05,0.0
2025-05-25 00:00:00,28.73,77.2,1678.8206891111918,179.58205997293678,2.1974035952509507e-05,0.0
2025-05-25 00:00:00,28.55,77.25,1852.168579060255,284.67668956361763,3.475716851021763e-05,0.0
2025-05-25 00:00:00,28.75,77.12,1532.301950580731,251.3448630523498,6.968398330860463e-05,0.0
2025-05-25 00:00:00,28.5,77.22,1495.7293049960158,107.7425457294191,5.1307276185814895e-05,0.0
2025-05-25 00:00:00,28.57,77.07,1045.1041797694593,112.47286563314832,9.031957360079676e-05,0.0
2025-05-25 00:00:00,28.63,77.28,897.0464690741956,297.29057121573993,4.649223999328556e-05,0.0
2025-05-25 00:00:00,28.56,77.1,1675.4358123505745,241.889484492109,9.956616920539891e-05,0.0
2025-05-25 00:00:00,28.68,77.32,1825.3355015354148,245.6468235751994,7.309316486596215e-05,0.0
2025-05-25 00:00:00,28.63,77.25,1323.6950311515257,145.31353992505848,9.81676531805351e-05,0.0
2025-05-25 00:00:00,28.73,77.18,911.8085208934582,135.4512383933565,9.83520541712139e-05,0.0
2025-05-25 00:00:00,28.61,77.24,1833.6836995272256,114.25470215247636,2.3528926105167382e-05,0.0
2025-05-25 00:00:00,28.59,77.22,1686.7788768401201,294.3882220034233,2.0766341579286473e-05,0.0
2025-05-25 00:00:00,28.61,77.24,1218.5512710133412,158.22455790552675,4.929787312334202e-05,0.0
2025-05-25 00:00:00,28.63,77.2,1652.3001933374264,233.70862147277307,5.778133618577832e-05,0.0
2025-05-25 00:00:00,28.68,77.03,1076.862351639651,139.29763945996424,2.08157585064354e-05,0.0
2025-05-25 00:00:00,28.61,77.03,1196.0865162093874,157.96164627522734,2.3394601468616523e-05,0.0
2025-05-25 00:00:00,28.61,76.98,1018.5961529509648,227.72304515010666,3.167311934487084e-05,0.0
2025-05-25 00:00:00,28.85,77.1,1314.0611086237668,258.7582866820354,5.086870214188878e-05,0.0
2025-05-25 00:00:00,28.55,77.25,1014.5885988788478,147.08839157826614,5.335491956193133e-05,0.0
2025-05-25 00:00:00,28.69,77.21,1512.1172869293432,149.3836871474511,2.2670675048517666e-05,0.0
2025-05-25 00:00:00,28.53,77.28,1506.5812658974914,149.91978324477185,5.0047464201967843e-05,0.0
2025-05-25 00:00:00,28.62,77.3,1149.1795348773767,212.9616222192352,5.355996121519917e-05,0.0
2025-05-25 00:00:00,28.68,77.13,1719.987207296247,120.78017088015609,4.9941597248867063e-05,0.0
2025-05-25 00:00:00,28.64,77.16,1740.0976099946952,290.4872252428791,9.48294078582251e-05,0.0
2025-05-25 00:00:00,28.64,77.16,1511.0519771367553,185.77732451049818,1.1766974606073044e-05,0.0
2025-05-25 00:00:00,28.57,77.18,1232.588036367761,251.56710218419326,8.161890819015012e-05,0.0
2025-05-25 00:00:00,28.74,77.09,837.3032622885983,285.7696226844759,2.435783273728548e-05,0.0
2025-05-25 00:00:00,28.65,77.15,1176.3454878098112,133.55403196768071,4.7596143739873184e-05,0.0
2025-05-25 00:00:00,28.55,77.25,1900.48881145426,268.48122996508715,4.2993175860481694e-05,0.0
2025-05-25 00:00:00,28.72,77.25,1728.9830266314534,293.4758701401854,1.6310215437537213e-05,0.0
2025-05-25 00:00:00,28.55,77.2,1342.6934320370447,198.66435520093933,9.734687639412818e-05,0.0
2025-05-25 00:00:00,28.68,77.32,1257.8331338082432,234.4386433593322,8.831039073346717e-05,0.0
2025-05-25 00:00:00,28.7,77.15,1300.8999498584985,278.8968782729312,4.6683231107826425e-05,0.0
2025-05-25 00:00:00,22.99,72.61,1986.0048108238789,113.31854441877928,4.015250359947206e-05,0.0
2025-05-25 00:00:00,21.62,72.99,1707.480321146344,229.04290966768812,9.407748505307561e-05,0.0
2025-05-25 00:00:00,23.22,72.65,1762.5333691895312,241.72757734665896,9.045891001429627e-05,0.0
2025-05-25 00:00:00,20.37,72.9,1823.2992627135372,101.3151622054416,9.171298775886958e-05,0.0
2025-05-25 00:00:00,22.99,72.61,1654.3915282713983,288.90120662742856,7.370557464334715e-05,0.0
2025-05-25 00:00:00,30.38,76.78,1034.589047392916,262.0607999115192,5.689712628136756e-05,0.0
2025-05-25 00:00:00,28.68,76.92,1245.476083347682,174.39417616869864,9.399784272054339e-05,0.0
2025-05-25 00:00:00,28.34,77.33,1786.066230123419,235.17318205221787,8.919145793822774e-05,0.0
2025-05-25 00:00:00,28.8,76.13,1678.646020510546,259.30540845633595,4.16240104797682e-05,0.0
2025-05-25 00:00:00,28.21,76.78,1026.663855983119,165.05285617491683,4.141683294402721e-05,0.0
2025-05-25 00:00:00,28.41,77.31,1160.3627109421345,237.3788257974404,2.2307688624430192e-05,0.0
2025-05-25 00:00:00,29.52,75.45,869.9943217616379,184.8965001443658,4.896563843516637e-05,0.0
2025-05-25 00:00:00,28.42,77.08,1187.5215868460232,125.33045845496747,2.640864104417262e-05,0.0
2025-05-25 00:00:00,28.46,77.03,1268.9965383190952,165.42513424458565,7.82348745249147e-05,0.0
2025-05-25 00:00:00,29.15,75.72,1641.5464714213958,138.97372550101053,3.8874719027610646e-05,0.0
2025-05-25 00:00:00,29.32,76.32,1028.9205871144761,158.47157718126428,9.77948440584717e-05,0.0
2025-05-25 00:00:00,29.8,76.4,1080.6822682470518,236.24416026660546,8.85780347783048e-05,0.0
2025-05-25 00:00:00,29.69,76.98,943.7702296092746,243.7868540846278,7.40739352542499e-05,0.0
2025-05-25 00:00:00,29.97,76.88,1603.9260276515263,222.58128496074795,9.89483823647718e-05,0.0
2025-05-25 00:00:00,28.27,76.15,1689.6423958816508,134.55666192532073,8.876168441478536e-05,0.0
2025-05-25 00:00:00,28.36,76.95,872.8265569767708,207.47790642555793,3.838242412056088e-05,0.0
2025-05-25 00:00:00,28.04,76.11,1565.4046920907904,240.47479757737392,9.50819038944788e-05,0.0
2025-05-25 00:00:00,28.15,77.33,1517.528897671155,105.56846166615428,5.5144605250138724e-05,0.0
2025-05-25 00:00:00,30.69,76.86,1795.1847696325783,250.77430003711015,6.864231617022317e-05,0.0
2025-05-25 00:00:00,29.39,76.97,1869.7392753972997,223.45652533796704,3.054777524799134e-05,0.0
2025-05-25 00:00:00,28.9,76.57,1831.8480138332598,257.39237019281484,2.156021236186001e-05,0.0
2025-05-25 00:00:00,29.53,75.03,1784.4858817365293,120.44273208738257,6.936056728237702e-05,0.0
2025-05-25 00:00:00,28.99,77.05,931.6883892400843,151.82615384990112,5.3748129537759474e-05,0.0
2025-05-25 00:00:00,30.13,77.28,1530.562853191254,102.85296458824283,5.500642925217789e-05,0.0
2025-05-25 00:00:00,23.79,86.42,879.7830765024877,152.93078286340545,5.8768597615787054e-05,0.0
2025-05-25 00:00:00,12.92,77.61,1433.893548915582,210.47126412395957,6.360134923588339e-05,0.0
2025-05-25 00:00:00,12.97,77.59,1039.8877332802058,227.37755188815785,3.6826344351404314e-05,0.0
2025-05-25 00:00:00,12.97,77.56,1739.7922246101498,249.67131215194615,4.95845981237272e-05,0.0
2025-05-25 00:00:00,12.97,77.57,1473.8479202467502,288.0488980910578,1.983763741153918e-05,0.0
2025-05-25 00:00:00,13.05,77.59,1540.410616411954,251.02013800943394,2.3920968725940463e-05,0.0
2025-05-25 00:00:00,12.95,77.58,1784.1869045111962,159.71516543720108,3.3244514150423946e-05,0.0
2025-05-25 00:00:00,12.92,77.58,918.3846073419514,223.53461323212585,1.0919147757202639e-05,0.0
2025-05-25 00:00:00,13.02,77.51,1896.1254825278604,235.9831936410126,9.362526805257882e-05,0.0
2025-05-25 00:00:00,13.08,77.58,895.7828237394638,162.9296493255918,1.1604652453887675e-05,0.0
2025-05-25 00:00:00,12.92,77.62,1351.408024213803,279.38264959631306,7.254057188080198e-05,0.0
2025-05-25 00:00:00,13.43,77.73,1847.9040615943325,116.27920050136491,3.1923711071577995e-05,0.0
2025-05-25 00:00:00,15.36,75.12,1252.606156711271,176.65737224163817,2.4313819189895974e-05,0.0
2025-05-25 00:00:00,17.33,76.83,1407.458833767522,220.45765910354763,9.54778433599681e-05,0.0
2025-05-25 00:00:00,8.49,76.95,843.5347119070518,146.43578902756735,3.511576288559293e-05,0.0
